,match_id,radiant_win,avg_mmr,duration,lobby_type,game_mode,radiant_team,dire_team
36,5235059708,True,4316,1967,7,22,"11,62,30,80,12","5,53,75,93,25"
35,5235059604,False,6576,2537,7,3,"36,88,11,87,54","59,67,126,21,74"
34,5235059000,True,5199,1828,7,22,"129,1,37,47,56","9,14,19,94,21"
33,5235058416,True,4385,2418,7,22,"1,113,87,69,88","6,11,119,99,25"
32,5235058019,True,4268,1739,7,22,"11,28,14,8,5","120,31,7,1,114"
31,5235057414,False,6479,1777,7,22,"87,88,45,44,114","1,30,126,7,19"
30,5235056219,False,4606,1361,7,22,"34,5,128,108,1","101,36,59,31,54"
29,5235055411,True,4299,2595,7,22,"14,34,105,51,93","43,68,12,114,26"
28,5235055407,True,4382,2402,7,22,"36,10,7,26,77","19,47,30,2,6"
27,5235055205,True,4434,2181,0,22,"17,81,128,6,64","108,75,77,7,22"
26,5235055201,False,4351,2127,7,3,"23,5,101,44,58","100,54,87,50,13"
25,5235055018,False,4216,2461,7,22,"129,58,63,86,17","7,13,44,121,87"
24,5235054509,True,4559,2093,7,22,"128,113,89,110,104","19,17,27,54,85"
23,5235054201,True,4106,2245,7,22,"14,46,26,67,99","22,5,21,114,54"
22,5235054000,True,4624,1172,7,3,"58,6,29,62,39","32,68,11,104,30"
21,5235053908,False,5103,2461,0,22,"93,86,55,14,74","104,7,54,106,26"
20,5235053710,True,4254,724,7,22,"58,70,6,100,34","101,30,54,47,40"
19,5235053519,True,4338,2160,7,22,"114,90,109,87,108","26,13,2,84,126"
18,5235053505,True,4307,2334,0,3,"25,16,11,108,18","14,114,128,35,101"
17,5235053404,False,4244,1786,0,4,"52,80,93,62,98","103,25,23,4,8"
16,5235052919,True,4385,1741,7,22,"76,75,15,112,54","44,87,83,13,10"
15,5235052917,False,4896,2047,7,22,"75,17,119,16,104","47,71,64,35,54"
14,5235052915,True,4570,1537,7,22,"114,119,5,129,70","39,108,67,25,3"
13,5235052804,False,4159,2004,7,22,"5,54,28,74,121","120,64,45,93,25"
12,5235052709,False,4630,1442,7,22,"54,43,21,83,26","126,82,114,87,33"
11,5235052618,True,5228,816,7,22,"102,64,91,50,53","107,9,7,120,14"
10,5235052513,False,4691,2132,7,22,"36,57,90,12,128","84,35,14,8,126"
9,5235052410,True,4383,1914,7,22,"7,6,21,46,37","102,90,64,54,11"
8,5235052407,False,4390,1418,7,22,"112,7,13,74,44","1,114,128,5,104"
7,5235052217,False,4645,1978,7,3,"129,67,53,128,47","126,8,87,88,94"
6,5235052004,True,4575,2051,7,22,"67,15,75,58,7","68,72,102,25,19"
5,5235051904,True,4236,1977,0,22,"128,104,56,21,54","14,20,63,126,93"
4,5235051808,False,6237,1574,7,22,"114,28,79,88,54","101,82,2,112,93"
3,5235051807,False,4147,2603,0,3,"27,93,11,84,100","28,17,91,102,87"
2,5235051703,True,4102,1756,7,22,"49,93,40,59,20","74,72,35,101,29"
1,5235051608,False,4660,2178,7,22,"95,126,112,111,14","12,76,32,71,65"
0,5235051418,True,4251,1254,7,22,"22,128,53,106,58","80,126,79,44,119"
99,5235051211,False,5355,2736,7,3,"76,121,65,128,54","75,44,11,101,32"
98,5235050907,False,4132,2621,0,22,"5,91,72,75,51","87,67,84,74,2"
97,5235050716,False,4418,1580,7,22,"4,104,25,74,17","11,106,28,26,86"
96,5235050518,True,4200,2130,7,22,"51,6,14,35,22","8,47,16,86,87"
95,5235050007,False,4208,2120,7,22,"97,26,106,104,64","129,58,12,65,31"
94,5235049901,True,4799,2051,7,22,"108,86,21,75,15","13,107,12,39,5"
93,5235049713,True,4227,1998,7,22,"5,35,120,47,7","97,11,87,128,114"
92,5235049509,False,4573,2061,7,22,"30,34,54,26,41","128,99,14,17,44"
91,5235049302,True,4115,3027,7,22,"44,58,60,82,5","26,45,25,49,94"
90,5235049008,True,4113,1507,0,22,"120,16,39,89,10","60,106,14,6,50"
89,5235048908,False,4394,1784,7,22,"104,42,21,101,112","120,86,60,59,10"
88,5235048717,False,4378,1236,0,22,"11,44,54,79,14","7,105,93,9,75"
87,5235048602,True,4163,1500,7,22,"128,86,108,97,70","87,51,1,84,75"
86,5235048402,True,5562,1899,7,22,"89,37,22,114,14","57,46,71,1,64"
85,5235048014,False,4280,2384,0,22,"75,44,64,108,14","58,95,113,40,19"
84,5235047304,False,4636,1724,7,22,"74,86,84,19,12","106,82,104,57,8"
83,5235047205,True,4406,1481,7,22,"2,88,121,93,35","13,26,104,8,86"
82,5235047100,True,5028,3062,7,22,"83,114,31,70,108","88,98,10,64,76"
81,5235046907,False,4599,1939,7,22,"20,75,41,59,50","128,119,14,12,30"
80,5235046814,False,4402,1693,7,22,"114,102,74,14,41","5,21,10,93,101"
79,5235046610,False,4328,2208,7,22,"84,39,7,9,48","21,14,41,87,13"
78,5235046604,True,4601,2442,7,22,"14,40,44,7,112","43,83,75,6,28"
77,5235046403,True,4220,1804,0,22,"93,120,74,104,107","41,67,52,87,97"
76,5235046119,False,4848,1614,1,2,"121,31,6,114,102","73,126,55,83,112"
75,5235045906,True,5120,2225,7,3,"74,38,17,75,15","76,62,100,6,28"
74,5235045613,False,4104,2258,7,22,"35,126,30,44,58","84,36,72,50,74"
73,5235045001,False,4394,2487,7,22,"53,6,71,128,82","57,62,7,84,41"
72,5235044912,False,4507,2618,0,22,"108,8,14,128,93","12,76,36,110,111"
71,5235044806,False,5397,2164,7,22,"104,107,34,19,91","31,98,126,120,59"
70,5235044803,False,4492,2677,0,22,"14,19,126,30,48","40,119,39,59,41"
69,5235044617,False,4842,1932,7,22,"76,68,31,97,108","114,113,86,3,2"
68,5235044312,False,5156,3206,0,22,"44,1,86,120,80","126,45,54,91,2"
67,5235044216,False,4498,2159,7,22,"112,41,30,14,35","98,86,62,7,4"
66,5235044103,True,4702,1657,7,22,"12,75,87,46,51","128,54,21,129,31"
65,5235043804,True,5355,1910,7,22,"59,64,28,51,44","54,55,128,88,47"
64,5235043709,False,4173,1850,7,22,"93,5,19,11,86","21,14,101,9,1"
63,5235043502,False,4491,1466,7,22,"41,126,9,75,104","32,13,21,36,25"
62,5235043311,True,4186,1796,7,22,"102,31,34,28,91","108,54,101,17,26"
61,5235043117,True,4300,2542,7,22,"14,13,112,65,36","50,21,128,4,93"
60,5235042900,False,4351,2092,7,22,"17,14,119,93,30","68,101,7,12,26"
59,5235042618,True,4512,2536,7,22,"126,102,65,86,25","32,112,28,64,46"
58,5235042401,True,4498,1558,7,22,"14,59,20,1,25","46,93,31,28,128"
57,5235041716,False,4328,2731,0,22,"6,86,101,104,73","2,68,14,46,94"
56,5235041715,True,4563,1942,7,22,"60,39,75,54,86","80,104,128,126,74"
55,5235041707,False,4476,2797,7,22,"36,28,7,45,15","32,44,10,71,18"
54,5235041511,True,4464,2724,7,22,"41,22,16,74,75","86,48,91,28,46"
53,5235041419,False,4580,2589,7,3,"47,21,58,106,88","77,13,59,87,80"
52,5235041014,True,7932,1422,1,2,"88,111,49,95,55","128,67,17,28,112"
51,5235040913,True,4315,2677,7,22,"88,39,98,31,89","48,7,114,84,75"
50,5235040609,False,4205,2766,7,22,"14,128,104,58,8","70,74,79,21,52"
49,5235040514,True,4196,2350,7,22,"129,21,119,26,6","30,93,104,87,16"
48,5235040404,True,4215,2080,7,22,"27,74,32,119,38","7,14,4,54,26"
47,5235040212,True,4237,1468,7,22,"93,120,64,88,11","61,112,80,110,129"
46,5235040016,False,4768,2103,7,22,"93,108,128,21,7","26,6,97,51,73"
45,5235039518,True,5020,1239,7,22,"82,120,104,21,20","26,97,110,32,45"
44,5235039201,False,4490,2353,7,22,"100,34,128,2,95","51,6,20,86,76"
43,5235039106,False,4260,2418,7,3,"76,119,112,7,6","32,90,26,108,10"
42,5235038906,True,4121,2123,7,3,"85,108,6,86,23","69,128,1,74,4"
41,5235038803,False,4215,2060,7,22,"108,86,11,37,10","47,14,25,109,87"
40,5235038709,False,4143,2842,7,22,"54,25,98,11,26","46,52,69,64,42"
39,5235038414,False,4435,2239,7,22,"87,82,107,89,110","54,20,58,114,69"
38,5235038205,True,4213,1775,7,3,"29,128,50,63,46","69,76,25,70,27"
37,5235037906,False,4169,3155,7,22,"74,36,54,76,26","27,114,85,58,14"
36,5235037600,False,4544,1849,0,3,"69,50,126,87,1","75,15,95,2,64"
35,5235037413,True,4102,2342,7,22,"120,34,54,88,68","20,14,4,93,25"
34,5235037409,True,4668,1962,7,22,"84,86,44,99,74","18,19,28,10,21"
33,5235036819,False,4184,2649,7,22,"107,101,108,91,72","12,69,126,20,40"
32,5235036614,True,4788,1422,7,22,"65,88,129,59,54","90,93,13,28,21"
31,5235036604,True,4936,1873,7,22,"26,106,14,19,73","13,64,10,54,27"
30,5235035812,True,5674,1588,7,22,"28,126,101,80,7","26,74,70,2,13"
29,5235035610,False,4301,1857,7,22,"78,91,14,17,12","22,41,128,104,9"
28,5235035507,False,4170,2491,7,22,"112,76,84,129,93","49,71,95,11,5"
27,5235035311,False,4437,2141,7,22,"103,14,25,36,89","3,128,80,41,86"
26,5235034719,False,4208,2515,7,22,"84,41,36,22,21","109,83,26,62,14"
25,5235034203,True,4311,1773,7,22,"25,29,44,14,7","27,93,74,75,39"
24,5235033807,True,4356,1582,7,3,"76,21,128,104,83","14,25,33,86,106"
23,5235033003,False,4565,1664,7,22,"86,36,1,120,93","59,2,21,68,110"
22,5235032719,True,4277,2646,7,3,"94,13,7,45,8","35,101,5,126,112"
21,5235032604,True,4194,1396,7,22,"128,126,84,114,38","73,47,14,13,98"
20,5235032603,True,5112,2479,0,22,"84,95,11,91,106","34,86,6,129,112"
19,5235032415,False,4360,2186,7,22,"9,104,84,21,25","99,10,50,64,32"
18,5235032406,False,4238,3460,7,22,"7,79,47,54,26","99,14,111,31,70"
17,5235032019,False,4546,1588,7,22,"126,84,87,54,28","14,95,50,102,13"
16,5235032017,False,4406,1548,7,22,"20,87,12,39,97","3,36,102,93,91"
15,5235032016,False,4270,1500,7,22,"65,14,31,95,59","106,102,93,87,47"
14,5235032004,True,4121,1709,0,22,"63,41,31,110,108","93,107,5,98,44"
13,5235031805,True,4742,1986,0,4,"52,91,103,14,93","40,121,63,22,79"
12,5235031804,True,4862,2139,7,22,"86,129,128,41,46","25,101,126,1,11"
11,5235031613,True,4230,2241,7,22,"26,29,74,80,27","8,14,4,7,31"
10,5235031510,False,4216,2414,7,22,"45,34,22,108,4","92,54,100,59,25"
9,5235031406,False,4432,2141,0,3,"97,14,4,86,64","63,16,54,11,119"
8,5235031116,False,4186,2755,0,3,"100,70,98,37,47","44,101,75,104,21"
7,5235031016,False,4114,2363,7,22,"98,95,34,58,111","126,80,91,128,20"
6,5235030914,True,4262,2670,7,22,"111,128,12,82,28","126,88,44,84,36"
5,5235030807,True,4304,2690,0,22,"18,11,86,32,72","120,14,89,31,80"
4,5235030103,False,4137,1503,7,22,"10,87,65,28,114","36,94,7,68,21"
3,5235030015,True,4148,2594,7,22,"119,128,96,8,37","93,84,14,68,59"
2,5235029706,False,4698,1915,7,22,"8,126,101,59,110","69,61,70,20,14"
1,5235029412,False,4343,1924,0,22,"14,71,104,121,72","29,94,44,7,120"
0,5235029400,False,4500,1523,7,22,"120,114,93,101,126","59,47,14,42,85"
99,5235029313,False,4207,2067,7,22,"6,40,129,8,47","15,62,41,5,44"
98,5235029211,False,5554,2619,7,22,"15,30,13,129,71","28,87,80,91,95"
97,5235029012,False,4257,1899,7,3,"69,64,68,10,11","79,5,1,36,19"
96,5235028910,False,4200,2685,7,22,"6,88,21,110,128","120,119,18,106,84"
95,5235028318,True,4598,1202,7,22,"104,126,19,25,6","13,93,98,86,31"
94,5235028300,True,4368,862,0,22,"93,120,76,20,58","114,22,126,15,8"
93,5235027915,False,4300,2995,0,22,"9,17,74,48,111","62,12,64,86,128"
92,5235027816,False,4116,2603,0,3,"72,49,91,23,84","68,40,35,120,93"
91,5235027711,True,5271,2560,0,3,"1,85,28,112,13","87,97,11,120,7"
90,5235027602,False,4225,2248,7,22,"128,19,31,25,104","7,121,6,102,106"
89,5235027419,True,4116,1954,7,22,"19,74,69,44,87","39,83,25,97,8"
88,5235027305,True,4142,2177,0,22,"67,69,35,105,42","97,26,8,61,13"
87,5235027109,False,4337,2333,7,22,"23,110,86,26,93","8,21,87,31,98"
86,5235026919,True,4681,1446,7,22,"112,54,39,53,22","91,102,87,28,21"
85,5235026910,True,4379,1835,7,22,"48,46,128,37,104","54,75,25,74,111"
84,5235026907,False,4723,1537,7,22,"79,32,39,7,104","114,23,31,38,101"
83,5235026813,False,5176,2211,7,22,"88,12,57,19,76","31,35,128,100,106"
82,5235026219,True,4805,2786,0,22,"126,44,23,112,58","64,111,7,35,54"
81,5235025913,False,4170,1821,7,22,"114,85,31,2,74","111,6,11,20,14"
80,5235025316,False,5248,2291,7,22,"10,25,59,5,53","31,104,61,121,12"
79,5235025112,False,4150,2183,7,22,"42,6,82,38,84","86,64,1,114,28"
78,5235024807,True,4216,2008,7,22,"72,50,14,101,54","34,102,26,6,128"
77,5235024317,False,4257,1524,7,22,"13,95,59,111,31","28,50,126,15,119"
76,5235024210,False,5192,1890,7,22,"114,51,82,26,104","58,93,128,31,126"
75,5235024200,False,5020,1803,7,22,"21,77,14,114,2","101,128,54,104,59"
74,5235024107,False,5003,1731,7,22,"8,21,119,22,19","58,7,101,71,54"
73,5235024011,False,4793,1932,7,3,"72,41,3,4,14","32,97,21,128,120"
72,5235023600,False,4191,2716,7,22,"86,15,128,74,93","22,8,26,7,104"
71,5235023504,True,4629,1669,7,22,"4,126,14,71,59","112,13,28,1,120"
70,5235023501,True,4920,4047,0,3,"31,114,111,88,14","40,128,6,119,109"
69,5235022419,True,4532,1898,7,3,"78,97,9,41,110","19,46,75,6,71"
68,5235021909,False,4178,2020,7,22,"1,27,9,19,86","44,114,100,5,22"
67,5235021805,False,4706,2638,7,22,"128,31,99,13,35","28,111,32,17,86"
66,5235021703,True,4100,2109,7,22,"71,54,75,16,17","13,51,67,74,5"
65,5235020600,True,4146,2642,7,22,"84,11,121,98,41","76,19,74,128,70"
64,5235020106,True,4778,2801,7,22,"88,44,26,19,13","28,27,54,103,47"
63,5235019914,True,4572,2231,7,22,"129,1,51,99,66","15,22,88,106,120"
62,5235019213,True,4242,1594,7,22,"40,35,28,95,112","54,11,69,7,128"
61,5235019115,True,4972,2801,7,22,"50,54,59,101,104","12,13,75,86,120"
60,5235018717,True,5013,2081,0,4,"4,104,35,26,25","101,54,55,84,93"
59,5235018511,False,4270,2032,7,3,"17,84,1,40,120","21,114,62,95,128"
58,5235018307,True,4772,1903,7,22,"82,54,13,68,108","38,5,58,25,95"
57,5235018102,True,4935,2105,0,4,"21,13,51,12,57","16,23,39,8,59"
56,5235017906,True,4334,3815,7,22,"84,93,39,129,19","26,15,25,128,98"
55,5235017513,True,4522,2397,7,22,"74,34,12,58,14","42,72,75,68,126"
54,5235017316,True,4854,1592,7,22,"61,83,110,6,84","113,62,26,54,51"
53,5235017008,True,5023,2821,7,3,"120,6,74,108,34","22,26,106,16,82"
52,5235016812,True,4784,1622,7,22,"22,7,8,32,112","42,12,128,102,62"
51,5235016615,False,4469,2971,7,22,"93,68,21,28,84","11,86,6,20,51"
50,5235016512,True,4782,2934,7,22,"25,93,28,49,111","128,98,15,11,83"
49,5235016114,False,4311,2353,7,22,"20,93,36,21,74","14,1,119,101,31"
48,5235015901,False,4251,2431,7,22,"39,84,68,96,12","95,9,27,106,99"
47,5235015900,False,4483,2366,7,22,"18,97,74,7,91","96,119,13,93,84"
46,5235015618,True,4233,2723,7,22,"91,28,12,64,113","89,114,87,88,40"
45,5235015501,False,5322,2450,7,22,"104,21,54,17,31","128,10,69,100,72"
44,5235015410,False,4647,1919,7,22,"87,19,28,54,106","46,42,112,93,126"
43,5235015315,True,4204,1955,7,22,"87,106,28,46,105","128,114,5,14,44"
42,5235015118,True,4811,2104,7,22,"129,114,87,54,9","8,68,97,84,14"
41,5235015012,True,4310,2045,7,22,"28,54,19,128,79","121,99,74,94,105"
40,5235014713,False,4119,3617,7,22,"72,31,7,16,76","128,9,4,73,129"
39,5235014701,True,4512,1846,7,3,"93,51,49,112,16","1,62,17,22,25"
38,5235014619,True,4226,2103,7,22,"14,128,68,70,99","88,93,39,98,121"
37,5235014614,True,4163,2334,7,22,"36,109,64,20,56","71,50,25,120,1"
36,5235014312,True,4159,2961,0,22,"14,2,41,114,17","126,105,49,80,89"
35,5235014107,True,5528,1413,7,22,"59,53,69,93,31","75,129,41,106,111"
34,5235013907,False,4468,1518,7,22,"129,14,54,87,15","103,20,110,11,93"
33,5235013719,True,4808,2805,7,22,"21,31,99,120,54","48,105,97,98,25"
32,5235013518,True,4723,2295,0,22,"120,56,100,77,74","20,102,4,10,39"
31,5235013414,False,4437,2273,7,3,"25,114,26,99,46","86,97,84,41,40"
30,5235013301,False,4272,3222,7,22,"25,95,101,19,35","17,22,2,30,8"
29,5235013116,True,4358,2264,7,22,"114,128,30,1,108","5,99,104,14,23"
28,5235012903,False,5472,1429,7,22,"16,74,91,93,50","28,12,46,68,20"
27,5235012818,False,4653,2393,7,22,"28,87,93,47,25","108,101,32,58,50"
26,5235012206,True,4100,2002,7,22,"64,7,43,91,44","59,45,68,1,128"
25,5235012102,True,4366,2651,7,22,"111,1,26,98,102","84,57,18,21,119"
24,5235012100,True,5690,883,7,22,"83,112,28,93,59","108,107,91,114,32"
23,5235011918,False,4712,1658,7,22,"97,44,50,2,101","38,74,87,54,61"
22,5235011516,True,5580,2543,7,22,"13,121,12,53,31","28,87,46,52,41"
21,5235011402,True,4175,2671,0,22,"50,58,72,26,120","59,10,22,7,27"
20,5235011401,True,4442,1804,7,22,"7,58,8,121,126","114,102,59,50,111"
19,5235011310,True,4845,2173,7,22,"128,13,27,34,8","85,86,84,17,41"
18,5235011006,False,4527,2637,7,3,"5,126,28,70,58","56,79,41,64,106"
17,5235010815,True,4236,1684,7,22,"64,28,128,54,47","86,11,26,120,4"
16,5235010600,True,4904,2155,7,22,"88,8,43,48,28","11,31,65,89,71"
15,5235009704,False,4260,2180,7,22,"59,111,28,21,27","98,128,93,11,19"
14,5235009517,False,6748,1278,7,22,"20,101,129,106,54","58,88,126,104,12"
13,5235009116,False,4989,2233,7,3,"83,4,15,98,101","19,22,6,28,46"
12,5235008504,False,7519,1471,1,2,"13,51,126,102,88","119,65,114,46,129"
11,5235008412,True,4187,1510,7,22,"68,114,98,83,54","48,17,103,23,14"
10,5235008210,False,4239,1931,7,22,"84,32,54,114,68","110,12,28,21,119"
9,5235007802,True,4180,2163,7,22,"84,50,59,44,69","64,14,15,11,72"
8,5235007800,True,4421,2070,7,22,"96,93,31,73,87","19,12,119,102,74"
7,5235007512,False,4161,1934,7,22,"9,113,88,58,8","44,110,50,31,23"
6,5235007415,True,4418,1365,7,22,"87,61,4,112,28","59,31,88,126,69"
5,5235007406,False,4328,1907,7,22,"7,13,31,15,70","19,48,112,46,9"
4,5235007311,True,4378,2575,0,22,"31,19,87,54,45","68,35,110,30,36"
3,5235006917,True,4619,2360,7,22,"104,54,88,76,87","96,12,82,65,75"
2,5235006618,False,4498,2309,7,22,"55,21,39,31,70","1,83,45,26,99"
1,5235005910,False,4281,1762,7,22,"97,5,112,108,12","59,65,1,86,103"
0,5235005803,False,4480,2667,7,22,"128,58,14,74,8","84,31,17,126,93"
99,5235005512,True,4236,2343,7,22,"21,111,110,1,39","63,59,68,83,10"
98,5235005203,True,4245,1582,0,22,"14,31,129,67,42","47,126,9,34,32"
97,5235004814,True,4168,2166,7,22,"27,99,6,90,70","69,14,114,12,30"
96,5235004701,False,4121,2674,0,22,"16,14,15,26,48","7,64,84,114,44"
95,5235004402,True,4465,2654,0,22,"43,30,49,20,70","10,84,17,25,14"
94,5235004218,False,5265,2059,7,22,"105,2,126,98,95","28,129,91,4,128"
93,5235004019,True,4114,1983,7,22,"11,54,60,25,26","30,95,107,76,28"
92,5235003908,True,4563,1731,7,22,"95,86,7,21,31","110,14,67,68,11"
91,5235003716,False,5829,2147,7,22,"36,104,12,13,58","59,28,32,87,8"
90,5235003711,False,4131,2118,7,22,"44,88,128,114,28","12,21,4,14,86"
89,5235003504,False,4425,2066,7,22,"51,120,39,70,121","86,8,106,50,129"
88,5235003305,True,4443,2249,7,22,"93,28,126,105,31","83,74,119,54,104"
87,5235003115,True,4463,2305,0,22,"126,15,120,31,104","128,114,64,72,14"
86,5235002801,True,4243,2057,0,22,"87,17,1,28,14","83,55,54,69,43"
85,5235002702,False,4751,4135,0,22,"47,54,43,75,64","114,27,84,106,7"
84,5235002418,False,4261,1944,7,22,"26,97,36,8,106","72,86,14,46,7"
83,5235002405,False,4556,2265,7,22,"47,104,114,31,11","29,26,106,101,109"
82,5235002404,False,5044,2495,0,22,"14,1,26,40,56","23,63,22,3,104"
81,5235002400,True,4200,2675,7,22,"28,20,8,13,75","95,39,101,69,107"
80,5235002300,True,6135,2058,1,2,"114,13,65,4,19","110,108,126,31,93"
79,5235002018,True,4689,1698,7,22,"104,70,88,59,128","126,121,12,90,14"
78,5235002014,False,4836,2506,7,22,"42,58,100,74,9","126,68,22,44,28"
77,5235001715,True,4579,2354,7,3,"74,11,108,41,51","8,75,65,22,87"
76,5235001610,False,4454,2440,7,22,"92,20,101,48,104","110,67,31,19,88"
75,5235001409,True,4665,2236,7,22,"99,14,93,25,91","31,98,54,110,34"
74,5235001316,True,4416,2399,7,22,"112,10,126,5,114","74,128,91,110,8"
73,5235001312,True,4508,2900,7,22,"86,101,28,10,25","126,31,96,76,114"
72,5235001311,False,4469,3205,0,4,"56,8,87,9,126","63,25,27,14,15"
71,5235001216,True,4139,2406,7,22,"19,40,114,45,13","20,28,31,126,70"
70,5235001003,True,4439,2275,7,22,"32,88,96,26,11","25,8,74,111,14"
69,5235000404,False,4109,1761,0,22,"56,98,46,1,50","105,2,5,82,44"
68,5235000216,True,4635,2089,7,22,"104,7,32,98,31","128,93,59,51,68"
67,5235000119,False,4381,1737,7,22,"80,91,97,105,14","26,89,70,22,128"
66,5235000103,False,4165,2275,0,3,"107,109,104,111,23","21,84,128,19,89"
65,5234999809,True,4332,1470,7,22,"48,71,65,85,21","93,72,29,32,31"
64,5234999804,True,4254,2916,7,3,"51,41,11,28,22","75,62,96,10,106"
63,5234999703,True,4744,2323,7,22,"75,87,93,21,23","1,14,84,22,50"
62,5234999519,True,4205,1518,7,3,"31,93,13,104,62","84,39,87,10,120"
61,5234999317,False,4585,1660,7,22,"107,39,1,75,28","33,89,22,11,128"
