,match_id,radiant_win,avg_mmr,duration,lobby_type,game_mode,radiant_team,dire_team
0,5963069008,True,3439,1649,7,22,"121,119,2,13,70","129,83,80,63,30"
1,5963069009,True,3774,1848,0,22,"109,10,108,128,84","123,69,67,73,71"
2,5963069012,True,3311,1951,7,22,"129,81,35,88,5","32,135,37,121,126"
3,5963069204,True,3408,995,0,22,"83,56,17,62,9","26,32,51,6,135"
4,5963069208,False,4621,1818,7,22,"11,100,26,44,2","135,42,25,30,74"
5,5963069317,False,3565,1979,0,22,"123,12,121,11,63","42,79,49,37,96"
6,5963069412,False,3750,1808,7,22,"79,96,9,46,93","135,19,75,50,119"
7,5963069602,False,3871,1770,7,22,"69,87,107,93,23","129,8,27,119,74"
8,5963069605,True,4221,1937,7,22,"128,44,84,75,104","59,39,88,50,70"
9,5963069617,False,3584,1237,7,22,"59,26,14,40,12","135,64,61,77,83"
10,5963069719,True,3208,1753,7,22,"8,37,11,107,98","48,5,12,101,23"
11,5963070505,False,3711,1745,7,22,"42,7,97,126,86","84,76,8,16,121"
12,5963070905,False,3382,2008,7,22,"21,68,26,93,98","99,75,81,14,11"
13,5963070910,True,3477,1911,0,22,"68,35,74,44,14","17,79,8,26,53"
14,5963071000,True,3537,2045,0,4,"44,90,123,58,121","8,64,103,34,41"
15,5963071208,True,3571,1576,7,22,"84,9,28,77,46","1,86,87,19,21"
16,5963071209,False,5304,1890,7,22,"121,135,26,8,49","108,41,9,32,13"
17,5963071500,False,5504,1950,7,22,"21,67,38,96,79","93,47,104,26,123"
18,5963071610,True,3342,1945,7,22,"29,94,110,70,71","12,63,27,129,26"
19,5963071716,True,3955,1684,7,3,"27,93,36,7,29","13,96,21,90,109"
20,5963072208,True,3317,1957,7,22,"46,74,129,105,42","112,21,70,50,9"
21,5963072711,True,3215,1993,7,22,"101,21,54,105,86","121,11,5,63,29"
22,5963072905,True,3697,959,7,22,"48,15,39,7,128","50,33,129,41,8"
23,5963073210,True,3446,1579,7,22,"70,121,39,84,75","13,20,27,88,6"
24,5963073319,False,3950,1860,0,22,"64,51,23,67,21","106,89,119,3,54"
25,5963073519,True,4170,1537,7,22,"62,35,31,19,44","129,23,26,54,76"
26,5963073710,True,3331,1809,7,22,"70,17,84,7,87","8,100,121,74,135"
27,5963074002,False,4208,1716,7,22,"12,64,126,108,14","10,16,101,36,100"
28,5963074004,True,3808,1793,7,22,"62,2,37,72,61","50,70,11,84,16"
29,5963074316,True,3240,1543,0,22,"20,135,32,8,121","45,42,25,16,17"
30,5963074519,True,4010,1661,7,22,"7,102,46,91,128","27,73,8,19,13"
31,5963074716,True,4343,1295,7,22,"46,101,19,13,8","110,73,27,135,44"
32,5963075108,True,4290,1732,7,3,"9,73,14,62,135","101,87,129,106,114"
33,5963075603,False,4245,1315,7,22,"94,59,5,85,98","66,1,38,101,135"
34,5963075605,False,4713,1755,7,22,"104,62,94,84,8","73,31,67,71,135"
