,match_id,radiant_win,avg_mmr,duration,lobby_type,game_mode,radiant_team,dire_team
0,5962917313,True,3334,2245,7,22,"50,112,35,16,34","93,14,25,2,53"
1,5962917707,True,4811,2331,7,22,"11,8,128,88,21","68,135,107,96,94"
2,5962917711,True,3320,2231,7,22,"64,57,58,36,95","39,86,94,5,129"
3,5962917902,False,3743,2232,7,22,"129,23,48,20,121","68,126,100,2,12"
4,5962918018,False,3251,2179,7,22,"135,27,87,93,43","9,50,99,74,6"
5,5962918203,True,3381,1949,7,22,"32,9,84,25,108","135,48,14,81,27"
6,5962918207,False,4074,2265,0,22,"26,39,55,21,10","13,1,74,31,128"
7,5962918210,True,3527,1982,7,22,"59,14,56,40,36","64,9,54,22,108"
8,5962918215,False,3341,2179,7,22,"13,83,44,50,98","37,11,29,94,2"
9,5962918305,False,4357,2288,7,22,"25,128,70,38,104","16,71,86,42,40"
10,5962918306,True,3782,2193,7,22,"48,135,79,84,22","123,114,126,87,11"
11,5962918700,False,3616,852,7,22,"14,106,135,68,94","119,19,113,23,35"
12,5962918706,True,3298,1416,7,22,"123,59,42,49,68","86,41,91,22,29"
13,5962918719,False,3854,1935,7,22,"106,102,15,87,114","12,27,135,34,28"
14,5962918811,True,3759,2037,7,22,"61,67,101,99,119","102,59,70,31,79"
15,5962919112,True,3338,2013,7,22,"59,39,107,54,33","87,76,8,112,99"
16,5962919116,True,3397,1717,7,22,"101,74,64,28,10","70,75,37,135,110"
17,5962919117,False,3528,2232,7,22,"17,54,123,105,19","90,70,135,16,2"
18,5962919204,False,4198,2199,0,4,"51,53,72,110,38","121,8,102,64,126"
19,5962919210,False,3614,2278,7,22,"12,64,9,104,74","126,90,93,84,22"
20,5962919315,True,3448,2012,7,22,"3,72,55,82,123","67,102,121,11,26"
21,5962919510,True,3641,2194,0,22,"12,27,135,20,36","14,45,108,93,40"
22,5962919514,True,4261,1542,7,3,"39,13,42,61,26","86,60,67,17,50"
23,5962919602,False,4951,1706,7,22,"37,29,30,46,6","25,38,104,31,93"
24,5962919604,True,3286,1865,7,22,"105,44,19,27,108","129,74,6,13,30"
25,5962919610,False,3580,1687,7,22,"42,68,121,93,16","129,126,36,9,8"
26,5962919707,True,4226,1682,7,22,"114,7,14,27,74","71,60,97,32,11"
27,5962919714,True,3554,1624,7,22,"56,108,121,61,30","26,52,54,126,37"
28,5962919802,False,4701,2175,7,22,"28,48,97,26,107","84,4,39,67,9"
29,5962919806,True,3702,2114,7,22,"12,128,19,36,31","63,9,102,100,17"
